filepath,label,speaker_id,dataset_source,attack_type,generator_id,language,channel,split,source_id,augmentation_of,duration_sec
data/raw/fake_voice_conversion_spk06_01.wav,0,spk06,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,train,fake_voice_conversion_spk06_01,,3.51
data/raw/fake_vocoder_spk06_02.wav,0,spk06,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,train,fake_vocoder_spk06_02,,3.55
data/raw/real_spk07_01.wav,1,spk07,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk07_01,,3.02
data/raw/real_spk07_02.wav,1,spk07,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk07_02,,2.65
data/raw/fake_vocoder_spk07_01.wav,0,spk07,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,train,fake_vocoder_spk07_01,,2.75
data/raw/fake_tts_spk07_02.wav,0,spk07,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,train,fake_tts_spk07_02,,3.59
data/raw/real_spk08_01.wav,1,spk08,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk08_01,,3.31
data/raw/real_spk08_02.wav,1,spk08,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk08_02,,3.45
data/raw/fake_tts_spk08_01.wav,0,spk08,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,train,fake_tts_spk08_01,,2.67
data/raw/fake_replay_spk08_02.wav,0,spk08,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,train,fake_replay_spk08_02,,3.03
data/raw/real_spk09_01.wav,1,spk09,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk09_01,,3.42
data/raw/real_spk09_02.wav,1,spk09,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk09_02,,2.72
data/raw/fake_replay_spk09_01.wav,0,spk09,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,train,fake_replay_spk09_01,,3.45
data/raw/fake_voice_conversion_spk09_02.wav,0,spk09,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,train,fake_voice_conversion_spk09_02,,3.25
data/raw/real_spk10_01.wav,1,spk10,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk10_01,,3.08
data/raw/real_spk10_02.wav,1,spk10,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk10_02,,3.59
data/raw/fake_voice_conversion_spk10_01.wav,0,spk10,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,train,fake_voice_conversion_spk10_01,,2.67
data/raw/fake_vocoder_spk10_02.wav,0,spk10,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,train,fake_vocoder_spk10_02,,2.94
data/raw/real_spk11_01.wav,1,spk11,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk11_01,,3.53
data/raw/real_spk11_02.wav,1,spk11,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk11_02,,3.20
data/raw/fake_vocoder_spk11_01.wav,0,spk11,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,train,fake_vocoder_spk11_01,,3.53
data/raw/fake_tts_spk11_02.wav,0,spk11,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,train,fake_tts_spk11_02,,3.27
data/raw/real_spk12_01.wav,1,spk12,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk12_01,,3.14
data/raw/real_spk12_02.wav,1,spk12,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk12_02,,3.13
data/raw/fake_tts_spk12_01.wav,0,spk12,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,train,fake_tts_spk12_01,,3.19
data/raw/fake_replay_spk12_02.wav,0,spk12,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,train,fake_replay_spk12_02,,2.67
data/raw/real_spk13_01.wav,1,spk13,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk13_01,,3.01
data/raw/real_spk13_02.wav,1,spk13,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk13_02,,2.78
data/raw/fake_replay_spk13_01.wav,0,spk13,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,train,fake_replay_spk13_01,,2.92
data/raw/fake_voice_conversion_spk13_02.wav,0,spk13,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,train,fake_voice_conversion_spk13_02,,2.60
data/raw/real_spk14_01.wav,1,spk14,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk14_01,,3.39
data/raw/real_spk14_02.wav,1,spk14,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk14_02,,2.73
data/raw/fake_voice_conversion_spk14_01.wav,0,spk14,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,train,fake_voice_conversion_spk14_01,,3.30
data/raw/fake_vocoder_spk14_02.wav,0,spk14,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,train,fake_vocoder_spk14_02,,3.48
data/raw/real_spk15_01.wav,1,spk15,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk15_01,,2.72
data/raw/real_spk15_02.wav,1,spk15,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk15_02,,2.64
data/raw/fake_vocoder_spk15_01.wav,0,spk15,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,train,fake_vocoder_spk15_01,,2.68
data/raw/fake_tts_spk15_02.wav,0,spk15,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,train,fake_tts_spk15_02,,3.34
data/raw/real_spk16_01.wav,1,spk16,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk16_01,,3.40
data/raw/real_spk16_02.wav,1,spk16,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk16_02,,3.27
data/raw/fake_tts_spk16_01.wav,0,spk16,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,train,fake_tts_spk16_01,,3.16
data/raw/fake_replay_spk16_02.wav,0,spk16,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,train,fake_replay_spk16_02,,3.38
data/raw/real_spk17_01.wav,1,spk17,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk17_01,,3.40
data/raw/real_spk17_02.wav,1,spk17,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk17_02,,3.34
data/raw/fake_replay_spk17_01.wav,0,spk17,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,train,fake_replay_spk17_01,,3.42
data/raw/fake_voice_conversion_spk17_02.wav,0,spk17,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,train,fake_voice_conversion_spk17_02,,2.66
data/raw/real_spk18_01.wav,1,spk18,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk18_01,,3.50
data/raw/real_spk18_02.wav,1,spk18,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk18_02,,3.36
data/raw/fake_voice_conversion_spk18_01.wav,0,spk18,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,validation,fake_voice_conversion_spk18_01,,3.53
data/raw/fake_vocoder_spk18_02.wav,0,spk18,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,validation,fake_vocoder_spk18_02,,3.19
data/raw/real_spk19_01.wav,1,spk19,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk19_01,,2.65
data/raw/real_spk19_02.wav,1,spk19,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk19_02,,3.09
data/raw/fake_vocoder_spk19_01.wav,0,spk19,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,validation,fake_vocoder_spk19_01,,3.41
data/raw/fake_tts_spk19_02.wav,0,spk19,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,validation,fake_tts_spk19_02,,2.68
data/raw/real_spk20_01.wav,1,spk20,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk20_01,,3.55
data/raw/real_spk20_02.wav,1,spk20,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk20_02,,3.21
data/raw/fake_tts_spk20_01.wav,0,spk20,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,validation,fake_tts_spk20_01,,3.08
data/raw/fake_replay_spk20_02.wav,0,spk20,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,validation,fake_replay_spk20_02,,3.07
data/raw/real_spk21_01.wav,1,spk21,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk21_01,,2.61
data/raw/real_spk21_02.wav,1,spk21,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk21_02,,2.79
data/raw/fake_replay_spk21_01.wav,0,spk21,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,test,fake_replay_spk21_01,,3.53
data/raw/fake_voice_conversion_spk21_02.wav,0,spk21,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,test,fake_voice_conversion_spk21_02,,2.88
data/raw/real_spk22_01.wav,1,spk22,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk22_01,,3.32
data/raw/real_spk22_02.wav,1,spk22,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk22_02,,3.52
data/raw/fake_voice_conversion_spk22_01.wav,0,spk22,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,test,fake_voice_conversion_spk22_01,,3.44
data/raw/fake_vocoder_spk22_02.wav,0,spk22,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,test,fake_vocoder_spk22_02,,3.56
data/raw/real_spk23_01.wav,1,spk23,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk23_01,,3.55
data/raw/real_spk23_02.wav,1,spk23,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk23_02,,3.19
data/raw/fake_vocoder_spk23_01.wav,0,spk23,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,test,fake_vocoder_spk23_01,,3.07
data/raw/fake_tts_spk23_02.wav,0,spk23,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,test,fake_tts_spk23_02,,3.40
data/raw/real_spk24_01.wav,1,spk24,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk24_01,,3.27
data/raw/real_spk24_02.wav,1,spk24,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk24_02,,3.37
data/raw/fake_tts_spk24_01.wav,0,spk24,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,test,fake_tts_spk24_01,,2.69
data/raw/fake_replay_spk24_02.wav,0,spk24,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,test,fake_replay_spk24_02,,2.69
