filepath,label,speaker_id,dataset_source,attack_type,generator_id,language,channel,split,source_id,augmentation_of
data/raw/real_spk17_02.wav,1,spk17,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,train,real_spk17_02,
data/raw/fake_replay_spk17_01.wav,0,spk17,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,train,fake_replay_spk17_01,
data/raw/fake_voice_conversion_spk17_02.wav,0,spk17,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,train,fake_voice_conversion_spk17_02,
data/raw/real_spk18_01.wav,1,spk18,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk18_01,
data/raw/real_spk18_02.wav,1,spk18,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk18_02,
data/raw/fake_voice_conversion_spk18_01.wav,0,spk18,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,validation,fake_voice_conversion_spk18_01,
data/raw/fake_vocoder_spk18_02.wav,0,spk18,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,validation,fake_vocoder_spk18_02,
data/raw/real_spk19_01.wav,1,spk19,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk19_01,
data/raw/real_spk19_02.wav,1,spk19,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk19_02,
data/raw/fake_vocoder_spk19_01.wav,0,spk19,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,validation,fake_vocoder_spk19_01,
data/raw/fake_tts_spk19_02.wav,0,spk19,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,validation,fake_tts_spk19_02,
data/raw/real_spk20_01.wav,1,spk20,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk20_01,
data/raw/real_spk20_02.wav,1,spk20,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,validation,real_spk20_02,
data/raw/fake_tts_spk20_01.wav,0,spk20,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,validation,fake_tts_spk20_01,
data/raw/fake_replay_spk20_02.wav,0,spk20,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,validation,fake_replay_spk20_02,
data/raw/real_spk21_01.wav,1,spk21,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk21_01,
data/raw/real_spk21_02.wav,1,spk21,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk21_02,
data/raw/fake_replay_spk21_01.wav,0,spk21,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,test,fake_replay_spk21_01,
data/raw/fake_voice_conversion_spk21_02.wav,0,spk21,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,test,fake_voice_conversion_spk21_02,
data/raw/real_spk22_01.wav,1,spk22,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk22_01,
data/raw/real_spk22_02.wav,1,spk22,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk22_02,
data/raw/fake_voice_conversion_spk22_01.wav,0,spk22,DEMO_DATA_NOT_FOR_EVALUATION,voice_conversion,synth_voice_conversion,en,synthetic,test,fake_voice_conversion_spk22_01,
data/raw/fake_vocoder_spk22_02.wav,0,spk22,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,test,fake_vocoder_spk22_02,
data/raw/real_spk23_01.wav,1,spk23,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk23_01,
data/raw/real_spk23_02.wav,1,spk23,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk23_02,
data/raw/fake_vocoder_spk23_01.wav,0,spk23,DEMO_DATA_NOT_FOR_EVALUATION,vocoder,synth_vocoder,en,synthetic,test,fake_vocoder_spk23_01,
data/raw/fake_tts_spk23_02.wav,0,spk23,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,test,fake_tts_spk23_02,
data/raw/real_spk24_01.wav,1,spk24,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk24_01,
data/raw/real_spk24_02.wav,1,spk24,DEMO_DATA_NOT_FOR_EVALUATION,bona_fide,formant_synth,en,synthetic,test,real_spk24_02,
data/raw/fake_tts_spk24_01.wav,0,spk24,DEMO_DATA_NOT_FOR_EVALUATION,tts,synth_tts,en,synthetic,test,fake_tts_spk24_01,
data/raw/fake_replay_spk24_02.wav,0,spk24,DEMO_DATA_NOT_FOR_EVALUATION,replay,synth_replay,en,synthetic,test,fake_replay_spk24_02,
